Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,ocean_proximity,City,average_rooms,average_bedrooms,Rounded_Distance_To_Coast,Rounded_Distance_To_LA,Rounded_Distance_To_SanDiego,Rounded_Distance_To_SanFrancisco,Rounded_Distance_To_SanJose
474600,4.7475,28,5448,1089,2100,1023,37.88,-122.5,5483.577966,572474.9433,751037.4683,80776.11525,13244.2226,NEAR BAY,Marin,5.33,1.06,5,570,750,15,80
219700,6.4599,15,2125,278,857,272,38.07,-122.17,1506.500015,569211.666,748459.2399,85232.16342,40110.28668,NEAR BAY,Solano,7.81,1.02,0,570,750,40,85
112500,2.6981,35,7088,1279,4885,1272,38.55,-121.28,58964.24648,569262.0225,747735.8169,145353.3679,132579.0897,INLAND,Sacramento,5.57,1.01,60,570,750,135,145
205100,5.7001,16,1803,267,946,266,38.02,-122.25,3686.983622,569448.6924,748574.6306,82343.41083,31646.06722,NEAR BAY,Contra Costa,6.78,1,5,570,750,30,80
173400,4.6394,22,1831,274,813,269,38.66,-121.07,78027.93118,571381.1651,749139.8468,163986.9534,154431.4983,INLAND,Sacramento,6.81,1.02,80,570,750,155,165
66800,1.8689,25,3087,720,2529,708,38.52,-121.41,52014.51018,572041.7276,750808.4611,138357.8724,121890.0858,INLAND,Sacramento,4.36,1.02,50,570,750,120,140
187100,4.4397,16,3515,626,1764,626,38.06,-122.17,1549.387269,568353.8702,747593.1034,84167.70251,39203.82034,NEAR BAY,Solano,5.62,1,0,570,750,40,85
72600,2.5574,32,2828,556,1655,485,38.52,-121.42,51705.0904,572486.2628,751270.108,138091.8546,121250.8589,INLAND,Sacramento,5.83,1.15,50,570,750,120,140
109800,3.5323,34,3573,662,1540,620,38.49,-121.45,47686.49344,570969.7179,749841.2307,134130.4373,117070.1138,INLAND,Sacramento,5.76,1.07,50,570,750,115,135
96700,3.1053,37,2811,539,1574,516,38.08,-122.22,1316.988028,572859.636,752074.337,87641.29579,38748.17094,NEAR BAY,Solano,5.45,1.04,0,575,750,40,90
94800,3.436,37,4590,857,2920,832,38.08,-122.22,1316.988028,572859.636,752074.337,87641.29579,38748.17094,NEAR BAY,Solano,5.52,1.03,0,575,750,40,90
123000,2.694,41,2512,539,1179,480,38.04,-122.26,3762.761208,571710.0453,750847.5622,84733.18702,33179.65083,NEAR BAY,Contra Costa,5.23,1.12,5,570,750,35,85
83400,3.3689,32,4013,725,2032,675,38.49,-121.5,46466.92855,573235.9819,752183.0209,132925.8848,113902.9174,INLAND,Sacramento,5.95,1.07,45,575,750,115,135
78200,2.7368,29,3606,690,2317,696,38.49,-121.5,46466.92855,573235.9819,752183.0209,132925.8848,113902.9174,INLAND,Sacramento,5.18,0.99,45,575,750,115,135
173200,4.025,16,4986,1081,2805,1016,38,-122.29,2276.496534,570044.0884,749102.8049,81735.77676,28025.57506,NEAR BAY,Contra Costa,4.91,1.06,0,570,750,30,80
500001,6.2113,52,3914,752,1177,670,37.86,-122.48,2685.104926,569652.2935,748209.2634,77947.77669,10478.94635,NEAR BAY,Marin,5.84,1.12,5,570,750,10,80
171900,5.2957,18,6860,1079,3205,1058,38.09,-122.2,2071.239182,572598.1324,751838.2563,88136.98059,40575.54516,NEAR BAY,Solano,6.48,1.02,0,575,750,40,90
112500,3.911,4,3999,1079,1591,887,37.99,-122.33,2369.075771,571507.1949,750505.3008,82318.09511,25613.55352,NEAR BAY,Contra Costa,4.51,1.22,0,570,750,25,80
178900,3.4471,26,2335,413,980,417,38,-122.28,3110.526753,569471.2125,748541.3309,81363.4155,28424.75365,NEAR BAY,Contra Costa,5.6,0.99,5,570,750,30,80
103600,2.5382,33,1817,441,1220,389,37.96,-122.34,3984.696148,569583.275,748526.7406,79818.25039,22183.58738,NEAR BAY,Contra Costa,4.67,1.13,5,570,750,20,80
133300,2.1991,15,6487,1717,3408,1560,37.96,-122.34,3984.696148,569583.275,748526.7406,79818.25039,22183.58738,NEAR BAY,Contra Costa,4.16,1.1,5,570,750,20,80
229200,6.4232,7,18392,2782,8276,2742,38.08,-122.17,2147.404476,570070.3375,749326.0223,86297.82192,41026.86336,NEAR BAY,Solano,6.71,1.01,0,570,750,40,85
76400,0.9797,32,1298,363,716,268,37.95,-122.37,1795.101134,570501.1491,749389.2726,80205.00147,20299.63153,NEAR BAY,Contra Costa,4.84,1.35,0,570,750,20,80
81300,1.6023,35,215,45,100,34,37.95,-122.37,1795.101134,570501.1491,749389.2726,80205.00147,20299.63153,NEAR BAY,Contra Costa,6.32,1.32,0,570,750,20,80
193300,4.375,28,3801,622,1654,571,37.99,-122.28,3567.101792,568629.8366,747687.6458,80355.91179,27446.92032,NEAR BAY,Contra Costa,6.66,1.09,5,570,750,25,80
116000,1.9657,13,7880,1992,4749,1882,38.48,-121.42,47560.97202,568669.0945,747505.1688,133859.7369,118270.6423,INLAND,Sacramento,4.19,1.06,50,570,750,120,135
72100,2.9737,37,1058,224,588,231,38.53,-121.41,53052.13985,572998.2371,751751.4955,139415.9445,122645.0561,INLAND,Sacramento,4.58,0.97,55,575,750,125,140
79000,3.1944,35,2061,371,1110,342,38.53,-121.41,53052.13985,572998.2371,751751.4955,139415.9445,122645.0561,INLAND,Sacramento,6.03,1.08,55,575,750,125,140
134500,2.3103,47,1685,405,835,372,38.04,-122.27,4638.385494,572277.5584,751404.8384,85072.40885,32791.59757,NEAR BAY,Contra Costa,4.53,1.09,5,570,750,35,85
70300,1.3679,23,2679,792,1740,659,38.5,-121.48,47980.86928,573275.4959,752181.0581,134461.5177,115927.7544,INLAND,Sacramento,4.07,1.2,50,575,750,115,135
184800,5.0473,5,3846,786,2053,716,38.02,-122.26,4406.566009,570017.1922,749132.6502,82683.16488,31214.20161,NEAR BAY,Contra Costa,5.37,1.1,5,570,750,30,85
103000,3.363,17,13180,2444,7235,2335,38.49,-121.42,48591.968,569622.5311,748445.7044,134916.4657,119007.1101,INLAND,Sacramento,5.64,1.05,50,570,750,120,135
87900,3.025,24,7740,1539,4333,1397,38.5,-121.42,49626.45973,570576.5399,749386.7073,135974.0751,119749.3733,INLAND,Sacramento,5.54,1.1,50,570,750,120,135
158800,3.3125,19,5151,1335,2548,1165,37.97,-122.33,4373.42483,569836.4774,748807.1185,80361.11148,23541.02497,NEAR BAY,Contra Costa,4.42,1.15,5,570,750,25,80
130800,3.5463,45,1982,376,1179,398,37.97,-122.33,4373.42483,569836.4774,748807.1185,80361.11148,23541.02497,NEAR BAY,Contra Costa,4.98,0.94,5,570,750,25,80
116300,3.5691,12,16239,3358,8656,3234,38.54,-121.35,55961.12165,571319.9501,749949.649,142149.9287,127252.8192,INLAND,Sacramento,5.02,1.04,55,570,750,125,140
82400,2.214,27,7212,1606,4828,1549,38.51,-121.44,50072.33824,572424.9589,751255.1523,136511.6582,119219.5712,INLAND,Sacramento,4.66,1.04,50,570,750,120,135
77700,2.6613,26,1557,301,986,300,38.49,-121.49,46680.76363,572780.6455,751713.0785,133156.1093,114530.0058,INLAND,Sacramento,5.19,1,45,575,750,115,135
74600,2.735,26,4629,832,2902,816,38.49,-121.49,46680.76363,572780.6455,751713.0785,133156.1093,114530.0058,INLAND,Sacramento,5.67,1.02,45,575,750,115,135
274500,4.016,47,3453,779,1353,728,37.93,-122.42,4556.028793,571787.6006,750571.363,80768.71451,17377.85134,NEAR BAY,Contra Costa,4.74,1.07,5,570,750,15,80
162000,4.4394,34,1712,317,956,341,38,-122.3,1491.607784,570617.8039,749664.952,82115.884,27648.49668,NEAR BAY,Contra Costa,5.02,0.93,0,570,750,30,80
150100,4.4135,32,1967,348,1144,364,37.98,-122.33,3336.652698,570671.3655,749655.8674,81337.88843,24573.98136,NEAR BAY,Contra Costa,5.4,0.96,5,570,750,25,80
175000,6.0115,3,2850,544,1024,515,37.98,-122.33,3336.652698,570671.3655,749655.8674,81337.88843,24573.98136,NEAR BAY,Contra Costa,5.53,1.06,5,570,750,25,80
32500,1.8288,20,1232,332,667,288,38.56,-121.36,57789.56087,573680.2493,752299.9045,143958.0494,128101.9269,INLAND,Sacramento,4.28,1.15,60,575,750,130,145
138000,5.2881,17,6225,938,3064,947,38.56,-121.36,57789.56087,573680.2493,752299.9045,143958.0494,128101.9269,INLAND,Sacramento,6.57,0.99,60,575,750,130,145
91300,2.3787,19,2653,680,1419,579,38.58,-121.3,61502.99389,573021.7466,751490.5086,147828.106,133458.0692,INLAND,Sacramento,4.58,1.17,60,575,750,135,150
90700,2.6471,16,1537,364,1125,375,38.58,-121.3,61502.99389,573021.7466,751490.5086,147828.106,133458.0692,INLAND,Sacramento,4.1,0.97,60,575,750,135,150
92400,2.8966,29,2748,563,1619,525,38.58,-121.3,61502.99389,573021.7466,751490.5086,147828.106,133458.0692,INLAND,Sacramento,5.23,1.07,60,575,750,135,150
146100,2.5625,15,1533,300,674,287,38.75,-120.86,96529.48884,572375.2105,749271.6382,181443.7037,174921.2741,INLAND,El Dorado,5.34,1.05,95,570,750,175,180
222500,6.2503,2,12360,1747,4438,1470,38.66,-121.13,75500.45057,573777.6823,751702.0593,161744.0444,150432.3759,INLAND,Sacramento,8.41,1.19,75,575,750,150,160
125500,4.5815,21,2713,432,1287,440,38.55,-121.37,56422.77197,573154.9499,751808.0366,142623.4612,126709.0313,INLAND,Sacramento,6.17,0.98,55,575,750,125,145
155700,3.6154,52,2735,559,1076,487,38.06,-122.21,1404.043484,570590.8786,749796.0359,85253.16921,37261.18105,NEAR BAY,Solano,5.62,1.15,0,570,750,35,85
171100,3.125,52,1350,266,490,257,38.06,-122.23,2357.695195,571714.5652,750901.6244,85844.87156,36377.98414,NEAR BAY,Solano,5.25,1.04,0,570,750,35,85
90400,2.8139,15,7901,1422,4769,1418,38.51,-121.42,50664.23306,571531.118,750328.1757,137032.5446,120497.3246,INLAND,Sacramento,5.57,1,50,570,750,120,135
87800,1.9423,21,3249,666,2611,663,38.51,-121.42,50664.23306,571531.118,750328.1757,137032.5446,120497.3246,INLAND,Sacramento,4.9,1,50,570,750,120,135
103100,2.9571,28,2780,510,1638,533,38.48,-121.45,46635.35461,570018.7157,748902.6334,133067.3573,116321.1115,INLAND,Sacramento,5.22,0.96,45,570,750,115,135
98700,3.5402,24,1766,340,1028,372,38.48,-121.45,46635.35461,570018.7157,748902.6334,133067.3573,116321.1115,INLAND,Sacramento,4.75,0.91,45,570,750,115,135
213300,4.7083,15,5218,711,1949,659,38.68,-121.09,79096.40756,574152.537,751928.9021,165229.23,154518.3727,INLAND,Sacramento,7.92,1.08,80,575,750,155,165
500001,11.5706,36,4471,618,1315,582,37.87,-122.47,3548.270247,569862.0722,748456.1166,78205.5537,11205.91087,NEAR BAY,Marin,7.68,1.06,5,570,750,10,80
147700,1.6767,30,1255,297,779,307,38.05,-122.25,3068.606894,571992.081,751150.1248,85434.06962,34569.00393,NEAR BAY,Solano,4.09,0.97,5,570,750,35,85
72200,3.0469,16,2127,412,1104,369,39.79,-122.25,132561,730474.6715,908989.4654,274688.4904,224722.0652,INLAND,Glenn,5.76,1.12,135,730,910,225,275
193800,5.8453,10,1572,232,247,104,40.23,-121.19,230708.8783,734778.7735,909620.8098,327570.3799,293398.0953,INLAND,Lassen,15.12,2.23,230,735,910,295,330
70200,2.2992,52,2081,478,1051,419,40.41,-120.66,271681.9832,738520.8897,910627.0335,358136.3593,330560.8171,INLAND,Lassen,4.97,1.14,270,740,910,330,360
105000,1.746,19,1056,248,611,226,39.36,-123.1,60114.55102,731680.3439,911085.7765,248500.4588,185692.2034,INLAND,Mendocino,4.67,1.1,60,730,910,185,250
71500,2.6902,15,2045,461,1121,402,40.43,-120.57,276247.2547,738386.4202,909993.1997,362637.7212,336162.4034,INLAND,Lassen,5.09,1.15,275,740,910,335,365
145200,3.3462,14,5156,880,616,281,40.25,-121.15,234491.51,735599.9105,910242.8721,330411.8048,296734.9052,INLAND,Lassen,18.35,3.13,235,735,910,295,330
66400,2.5074,35,1450,325,717,297,40.42,-120.66,272738.94,739580.9906,911664.3143,359195.6546,331542.0568,INLAND,Lassen,4.88,1.09,275,740,910,330,360
154200,2.8833,19,1026,205,424,152,39.31,-123.15,53828.40176,729949.295,909337.6022,245408.367,181874.965,INLAND,Mendocino,6.75,1.35,55,730,910,180,245
58200,1.7125,27,852,176,464,148,39.94,-122,156536.5622,734591.0367,912419.7591,289758.3332,243728.462,INLAND,Tehama,5.76,1.19,155,735,910,245,290
59300,1.5066,50,1741,424,987,383,40.41,-120.64,272213.8719,738011.4196,910018.1763,358655.8294,331362.0832,INLAND,Lassen,4.55,1.11,270,740,910,330,360
142900,3.1455,16,5569,1106,3148,1088,39.28,-123.22,46971.06946,731099.3066,910457.9977,245261.6698,180969.8977,<1H OCEAN,Mendocino,5.12,1.02,45,730,910,180,245
137500,3.3431,20,2745,504,1421,430,39.32,-123.11,57425.08523,728697.5442,908095.9757,244868.0193,181759.0807,INLAND,Mendocino,6.38,1.17,55,730,910,180,245
64300,2.1875,39,3240,652,1467,621,40.42,-120.65,273002.5882,739326.1726,911359.8903,359453.6389,331940.568,INLAND,Lassen,5.22,1.05,275,740,910,330,360
105900,2.4605,20,2673,538,1282,514,41.76,-124.17,4594.026544,1001828.357,1180678.464,529248.5962,467445.607,NEAR OCEAN,Del Norte,5.2,1.05,5,1000,1180,465,530
66900,2.0074,20,3810,787,1993,721,41.75,-124.21,5103.210468,1002715.953,1181609.394,529495.8778,467494.2907,NEAR OCEAN,Del Norte,5.28,1.09,5,1005,1180,465,530
78300,1.7038,28,3003,699,1530,653,41.73,-124.22,4867.04765,1001315.641,1180232.997,527769.3256,465678.8715,NEAR OCEAN,Del Norte,4.6,1.07,5,1000,1180,465,530
69500,2.1829,15,2715,569,1532,530,41.74,-124.16,2351.154921,999512.5239,1178369.625,526876.3418,465072.6936,NEAR OCEAN,Del Norte,5.12,1.07,0,1000,1180,465,525
162500,0.536,16,19,19,166,9,37.67,-121.04,60470.30655,474626.0044,653843.102,83939.82552,122913.8088,INLAND,Stanislaus,2.11,2.11,60,475,655,125,85
220900,4.1161,34,2800,577,1353,512,37.04,-122.08,9252.79345,480371.4234,657471.1918,36794.47994,87313.19001,NEAR OCEAN,Santa Cruz,5.47,1.13,10,480,655,85,35
98300,3.1857,24,2162,459,1468,441,37.67,-121.03,61092.00454,474148.632,653354.5648,84731.50998,123789.4519,INLAND,Stanislaus,4.9,1.04,60,475,655,125,85
86500,2.3173,30,2110,406,1301,345,37.6,-121.2,58193.06299,476025.6408,655407.8997,67867.8005,110061.0812,INLAND,Stanislaus,6.12,1.18,60,475,655,110,70
261100,4.747,12,10236,1878,5674,1816,37.24,-121.77,34888.5136,476548.1496,655102.2996,15204.54054,83234.23928,<1H OCEAN,Santa Clara,5.64,1.03,35,475,655,85,15
137700,3.4632,6,2607,557,1266,475,37.69,-121.03,59546.68778,476019.5378,655206.3417,85721.99612,123585.0103,INLAND,Stanislaus,5.49,1.17,60,475,655,125,85
146000,3.8065,5,4034,771,1967,742,37.69,-121.03,59546.68778,476019.5378,655206.3417,85721.99612,123585.0103,INLAND,Stanislaus,5.44,1.04,60,475,655,125,85
112600,2.6544,17,2098,370,912,354,38,-120.4,98763.50416,479853.0105,656784.298,150760.08,180021.1073,INLAND,Tuolumne,5.93,1.05,100,480,655,180,150
145000,3.5208,19,3814,790,2219,804,37.69,-121.02,60190.55967,475545.3943,654720.2064,86506.15599,124461.9102,INLAND,Stanislaus,4.74,0.98,60,475,655,125,85
170200,2.4063,31,840,154,429,150,37.73,-120.91,65030.11905,474210.1751,653178.6377,97149.40677,133837.7211,INLAND,Stanislaus,5.6,1.03,65,475,655,135,95
199400,6.4788,25,2773,384,1060,381,37.69,-120.99,62156.53464,474130.3802,653267.1944,88869.64174,127092.8146,INLAND,Stanislaus,7.28,1.01,60,475,655,125,90
269500,3.2667,17,4227,729,1809,679,37.82,-120.79,69618.24508,477522.264,656112.2053,111135.2683,144301.1847,INLAND,Stanislaus,6.23,1.07,70,480,655,145,110
142700,3.5959,9,4838,920,2460,923,37.77,-120.87,65695.60158,476221.8978,655061.8619,102310.9952,137228.5996,INLAND,Stanislaus,5.24,1,65,475,655,135,100
259500,5.4193,17,2281,359,1226,394,37.23,-121.79,33351.43991,476946.8793,655435.2643,14854.36868,82818.76264,<1H OCEAN,Santa Clara,5.79,0.91,35,475,655,85,15
289600,6.0198,16,2240,300,1221,305,37.23,-121.79,33351.43991,476946.8793,655435.2643,14854.36868,82818.76264,<1H OCEAN,Santa Clara,7.34,0.98,35,475,655,85,15
100000,2.8558,31,1223,330,1067,245,37.56,-121.27,59530.66806,475973.205,655381.8824,60400.79585,104948.1861,INLAND,Stanislaus,4.99,1.35,60,475,655,105,60
262500,3.6964,39,759,141,252,106,37.37,-121.55,47514.26004,474490.9189,653636.375,30562.41737,89723.6171,INLAND,Santa Clara,7.16,1.33,50,475,655,90,30
265800,5.9225,18,3179,526,1663,507,37.23,-121.8,33148.70545,477554.0034,656020.9977,14328.50609,82218.72973,<1H OCEAN,Santa Clara,6.27,1.04,35,480,655,80,15
272400,6.7385,18,2581,358,1284,377,37.23,-121.8,33148.70545,477554.0034,656020.9977,14328.50609,82218.72973,<1H OCEAN,Santa Clara,6.85,0.95,35,480,655,80,15
500001,4.6458,17,250,52,141,51,37.26,-121.76,36633.21032,477576.1812,656196.2508,14453.55336,82289.39882,<1H OCEAN,Santa Clara,4.9,1.02,35,480,655,80,15
229100,5.898,18,1747,317,1055,285,37.23,-121.78,33576.39255,476340.6935,654850.2718,15413.10936,83423.80754,<1H OCEAN,Santa Clara,6.13,1.11,35,475,655,85,15
111300,3.2875,6,1281,245,422,160,38.04,-120.3,107311.7007,480377.3854,656761.0851,160579.1752,189307.7029,INLAND,Tuolumne,8.01,1.53,105,480,655,190,160
434500,4.5417,45,1797,303,870,281,37.19,-121.8,28822.24249,474328.7331,652693.985,18151.03157,85553.61537,<1H OCEAN,Santa Clara,6.4,1.08,30,475,655,85,20
105100,3.0729,12,3014,560,1424,485,38.01,-120.29,108315.2667,476966.8669,653386.4209,159780.1714,189722.0247,INLAND,Tuolumne,6.21,1.15,110,475,655,190,160
90200,2.3469,35,1166,268,515,266,37.74,-120.94,62224.12738,476531.682,655536.6176,95311.37042,131156.4684,INLAND,Stanislaus,4.38,1.01,60,475,655,130,95
161100,2.5486,23,1373,264,677,245,37.72,-121.01,58654.79738,477890.4364,657021.431,88834.72835,125109.284,INLAND,Stanislaus,5.6,1.08,60,480,655,125,90
253800,5.6958,15,4713,769,2519,778,37.23,-121.77,33823.12008,475735.4496,654266.0223,16001.28433,84033.75616,<1H OCEAN,Santa Clara,6.06,0.99,35,475,655,85,15
99800,3.1875,13,3839,715,1486,532,38.02,-120.27,110011.5182,477299.7216,653597.7398,161847.8326,191603.0276,INLAND,Tuolumne,7.22,1.34,110,475,655,190,160
304400,6.0621,20,2403,376,1149,369,37.06,-122,16474.36295,476698.8052,654122.8536,32063.8349,88054.36252,NEAR OCEAN,Santa Cruz,6.51,1.02,15,475,655,90,30
87200,2.2386,30,1120,248,609,237,37.78,-120.85,66714.22435,476290.5631,655076.0062,104384.8268,138977.9345,INLAND,Stanislaus,4.73,1.05,65,475,655,140,105
131200,3.3169,15,3553,659,1684,611,37.78,-120.85,66714.22435,476290.5631,655076.0062,104384.8268,138977.9345,INLAND,Stanislaus,5.82,1.08,65,475,655,140,105
71300,2.2679,25,421,102,303,106,37.78,-120.85,66714.22435,476290.5631,655076.0062,104384.8268,138977.9345,INLAND,Stanislaus,3.97,0.96,65,475,655,140,105
162500,0.4999,43,102,19,44,13,38.07,-120.19,116915.6319,479754.9689,655515.5806,170638.2828,199328.7977,INLAND,Tuolumne,7.85,1.46,115,480,655,200,170
103000,2.006,25,2505,529,1145,483,37.96,-120.47,93074.70007,478406.9909,655719.1172,143242.1357,173400.4188,INLAND,Tuolumne,5.19,1.1,95,480,655,175,145
257200,6.4328,24,2413,369,1237,381,37.23,-121.81,32968.59908,478162.0622,656607.47,13839.26999,81623.81934,<1H OCEAN,Santa Clara,6.33,0.97,35,480,655,80,15
278300,6.4664,17,2319,324,1076,338,37.23,-121.81,32968.59908,478162.0622,656607.47,13839.26999,81623.81934,<1H OCEAN,Santa Clara,6.86,0.96,35,480,655,80,15
248000,6.3178,19,2635,427,1497,410,37.23,-121.81,32968.59908,478162.0622,656607.47,13839.26999,81623.81934,<1H OCEAN,Santa Clara,6.43,1.04,35,480,655,80,15
253300,5.3157,16,1674,281,850,254,37.23,-121.81,32968.59908,478162.0622,656607.47,13839.26999,81623.81934,<1H OCEAN,Santa Clara,6.59,1.11,35,480,655,80,15
137000,2.7188,14,3803,689,1129,477,38.05,-120.22,114296.2775,478686.571,654656.6805,167275.6602,196400.3962,INLAND,Tuolumne,7.97,1.44,115,480,655,195,165
86700,2.1513,52,1056,274,584,255,37.98,-120.39,99814.6152,477465.8879,654407.1109,150471.7144,180618.6993,INLAND,Tuolumne,4.14,1.07,100,475,655,180,150
233900,5.4218,16,4274,715,2240,704,37.23,-121.76,34091.14973,475131.1511,653682.5175,16615.76808,84648.50249,<1H OCEAN,Santa Clara,6.07,1.02,35,475,655,85,15
331500,6.3617,20,922,155,361,135,37.1,-121.96,19246.78606,477215.2488,654899.8774,26847.34489,85719.27335,<1H OCEAN,Santa Cruz,6.83,1.15,20,475,655,85,25
418300,8.3792,15,5468,676,2221,675,37.21,-121.84,30358.41044,478385.5789,656712.6974,14720.5748,81572.51129,<1H OCEAN,Santa Clara,8.1,1,30,480,655,80,15
75000,2.4583,35,404,96,261,100,37.77,-120.85,67236.3607,475330.7787,654131.5371,103868.3999,138986.4194,INLAND,Stanislaus,4.04,0.96,65,475,655,140,105
77300,2.0833,20,651,157,421,151,37.77,-120.85,67236.3607,475330.7787,654131.5371,103868.3999,138986.4194,INLAND,Stanislaus,4.31,1.04,65,475,655,140,105
85200,1.3583,10,423,110,295,94,37.77,-120.85,67236.3607,475330.7787,654131.5371,103868.3999,138986.4194,INLAND,Stanislaus,4.5,1.17,65,475,655,140,105
77100,2.4717,37,1738,403,936,366,37.77,-120.85,67236.3607,475330.7787,654131.5371,103868.3999,138986.4194,INLAND,Stanislaus,4.75,1.1,65,475,655,140,105
85400,1.8625,52,436,81,197,68,37.77,-120.85,67236.3607,475330.7787,654131.5371,103868.3999,138986.4194,INLAND,Stanislaus,6.41,1.19,65,475,655,140,105
98700,2.4922,19,2787,578,1208,532,37.95,-120.42,97562.25704,475535.4838,652676.511,146593.7879,177644.6384,INLAND,Tuolumne,5.24,1.09,100,475,655,180,145
353000,5.2486,19,2023,392,955,328,37.05,-121.99,15711.56878,475289.9345,652706.1507,32885.53649,89440.59105,NEAR OCEAN,Santa Cruz,6.17,1.2,15,475,655,90,35
312300,3.8854,17,4977,994,1987,947,37.04,-122.04,12301.48566,477765.3183,654990.2585,35341.38253,88630.24617,NEAR OCEAN,Santa Cruz,5.26,1.05,10,480,655,90,35
185100,5.5684,18,3176,468,1296,471,37.69,-120.98,62822.71536,473661.1933,652784.6618,89660.97783,127969.8486,INLAND,Stanislaus,6.74,0.99,65,475,655,130,90
473400,8.3837,6,9176,1201,3637,1138,37.18,-121.84,27049.20608,475985.5322,654231.0607,17914.2511,84170.51994,<1H OCEAN,Santa Clara,8.06,1.06,25,475,655,85,20
131300,3.6023,25,207,41,87,43,37.71,-121.02,58705.61237,477421.3042,656575.7822,87532.85956,124298.1294,INLAND,Stanislaus,4.81,0.95,60,475,655,125,90
113400,2.3571,36,2864,603,1155,565,37.99,-120.38,100593.567,478116.3667,654989.4526,151768.4255,181620.855,INLAND,Tuolumne,5.07,1.07,100,480,655,180,150
113300,1.7143,16,1174,249,601,242,37.76,-120.87,66244.2267,475264.6924,654119.3819,101795.9802,137245.9612,INLAND,Stanislaus,4.85,1.03,65,475,655,135,100
116400,2.5655,16,2022,413,1126,408,37.76,-120.87,66244.2267,475264.6924,654119.3819,101795.9802,137245.9612,INLAND,Stanislaus,4.96,1.01,65,475,655,135,100
191100,4.5221,16,1617,306,667,264,37.22,-121.77,32760.82087,474923.96,653430.5639,16833.80549,84840.31208,<1H OCEAN,Santa Clara,6.13,1.16,35,475,655,85,15
299300,6.7287,16,3992,540,2097,555,37.22,-121.77,32760.82087,474923.96,653430.5639,16833.80549,84840.31208,<1H OCEAN,Santa Clara,7.19,0.97,35,475,655,85,15
149500,3.5714,4,1658,301,676,278,37.98,-120.35,103306.4748,476024.3209,652794.8184,153576.8896,184101.4482,INLAND,Tuolumne,5.96,1.08,105,475,655,185,155
131300,2.4732,14,1547,374,4731,348,37,-122.06,9308.286395,476057.4494,653055.1393,40130.48231,92101.53955,NEAR OCEAN,Santa Cruz,4.45,1.07,10,475,655,90,40
136200,2.5562,22,4173,763,1086,444,38.04,-120.25,111689.3036,478667.2522,654813.4169,164433.6099,193641.4209,INLAND,Tuolumne,9.4,1.72,110,480,655,195,165
115900,2.5129,18,3059,609,1335,581,37.98,-120.42,97196.29028,478561.9397,655626.872,148155.0359,178007.3494,INLAND,Tuolumne,5.27,1.05,95,480,655,180,150
160900,3.5877,14,9849,1887,4356,1780,37.7,-120.99,61431.98341,475070.9397,654196.9456,89363.66343,127007.4285,INLAND,Stanislaus,5.53,1.06,60,475,655,125,90
105200,3.212,33,2177,404,891,383,38,-120.39,99637.66013,479490.7029,656380.0361,151527.8712,180890.0772,INLAND,Tuolumne,5.68,1.05,100,480,655,180,150
348000,6.8333,6,3694,574,1554,527,37.2,-121.83,29377.29638,476970.1536,655293.5082,16063.99675,82993.82839,<1H OCEAN,Santa Clara,7.01,1.09,30,475,655,85,15
109700,3.5775,33,3230,587,1579,560,37.68,-121.01,61591.695,474134.658,653307.288,86800.40038,125434.9849,INLAND,Stanislaus,5.77,1.05,60,475,655,125,85
146200,5.5,33,828,123,373,133,37.68,-121.01,61591.695,474134.658,653307.288,86800.40038,125434.9849,INLAND,Stanislaus,6.23,0.92,60,475,655,125,85
116500,2.9457,21,4924,966,1175,454,38.03,-120.25,111720.0699,477641.8763,653816.1034,163915.4342,193487.5767,INLAND,Tuolumne,10.85,2.13,110,480,655,195,165
121200,2.6696,19,2010,433,910,390,37.98,-120.4,98941.78356,477829.827,654812.6971,149698.296,179748.1799,INLAND,Tuolumne,5.15,1.11,100,480,655,180,150
196900,3.4167,31,906,146,383,129,37.67,-121.06,59246.36387,475584.4282,654822.8571,82361.97009,121162.6899,INLAND,Stanislaus,7.02,1.13,60,475,655,120,80
400000,15.0001,26,50,5,17,4,37.13,-121.96,22384.12723,479544.4282,657331.1675,23605.10466,82814.49361,<1H OCEAN,Santa Cruz,12.5,1.25,20,480,655,85,25
111500,2.6722,32,3951,797,1916,740,37.67,-121.02,61719.92639,473672.4907,652866.9239,85524.96426,124665.1491,INLAND,Stanislaus,5.34,1.08,60,475,655,125,85
116700,1.6759,20,1717,403,1062,401,37.77,-120.83,68787.36014,474444.8155,653204.9259,105432.2805,140744.2378,INLAND,Stanislaus,4.28,1,70,475,655,140,105
268800,2.4211,22,434,89,195,86,37.71,-120.98,61400.7446,475545.0294,654646.226,90651.13297,127809.6281,INLAND,Stanislaus,5.05,1.03,60,475,655,130,90
387500,7.7738,14,2714,361,1259,375,37.21,-121.83,30476.58061,477772.525,656122.3809,15026.04266,82139.52801,<1H OCEAN,Santa Clara,7.24,0.96,30,480,655,80,15
125400,3.3438,16,3476,650,2126,665,37.7,-121.02,59442.3232,476482.9757,655647.7088,87013.91781,124375.0769,INLAND,Stanislaus,5.23,0.98,60,475,655,125,85
